Train,Test,224_Duplicated_AC,F1,EPOCH,SENS,ESP
RumexWeeds/20210807_lundholm/seq,RumexWeeds/20210908_lundholm/seq,0.13644524236983843,0.0,5,0.0,1.0
RumexWeeds/20210807_lundholm/seq,RumexWeeds/20210908_lundholm/seq,0.13644524236983843,0.0,10,0.0,1.0
RumexWeeds/20210807_lundholm/seq,RumexWeeds/20210908_lundholm/seq,0.3464991023339318,0.3973509933774834,15,0.2494802494802495,0.9605263157894737
