Train,Test,224_Duplicated_AC,F1,EPOCH,SENS,ESP
RumexWeeds/20210807_lundholm/seq,RumexWeeds/20210806_hegnstrup/seq,0.5260960334029228,0.0,5,0.0,1.0
RumexWeeds/20210807_lundholm/seq,RumexWeeds/20210806_hegnstrup/seq,0.5260960334029228,0.0,10,0.0,1.0
RumexWeeds/20210807_lundholm/seq,RumexWeeds/20210806_hegnstrup/seq,0.5260960334029228,0.0,15,0.0,1.0
