224_Duplicated_AC,EPOCH,SENS,ESP
0.8215297450424929,5,1.0,0.5
0.8215297450424929,6,1.0,0.5
0.8215297450424929,7,1.0,0.5
0.8215297450424929,8,1.0,0.5
0.8215297450424929,9,1.0,0.5
0.8215297450424929,10,1.0,0.5
0.8215297450424929,11,1.0,0.5
0.8215297450424929,12,1.0,0.5
0.8215297450424929,13,1.0,0.5
0.8215297450424929,14,1.0,0.5
