Train,Test,224_Duplicated_AC,F1,EPOCH,SENS,ESP
RumexWeeds/20210806_stengard/seq,RumexWeeds/20211006_stengard/seq,0.8318401102687801,0.908201655379985,5,1.0,0.0
RumexWeeds/20210806_stengard/seq,RumexWeeds/20211006_stengard/seq,0.8318401102687801,0.908201655379985,10,1.0,0.0
RumexWeeds/20210806_stengard/seq,RumexWeeds/20211006_stengard/seq,0.8318401102687801,0.908201655379985,15,1.0,0.0
