Train,Test,224_Duplicated_AC,F1,EPOCH,SENS,ESP
RumexWeeds/20210908_lundholm/seq,RumexWeeds/20210806_stengard/seq,0.8294485503126776,0.9067743940335612,5,1.0,0.0
RumexWeeds/20210908_lundholm/seq,RumexWeeds/20210806_stengard/seq,0.8294485503126776,0.9067743940335612,10,1.0,0.0
RumexWeeds/20210908_lundholm/seq,RumexWeeds/20210806_stengard/seq,0.8294485503126776,0.9067743940335612,15,1.0,0.0
