Train,Test,224_Duplicated_AC,F1,EPOCH,SENS,ESP
RumexWeeds/20211006_stengard/seq,RumexWeeds/20210807_lundholm/seq,0.3649025069637883,0.5346938775510204,5,1.0,0.0
RumexWeeds/20211006_stengard/seq,RumexWeeds/20210807_lundholm/seq,0.3649025069637883,0.5346938775510204,10,1.0,0.0
RumexWeeds/20211006_stengard/seq,RumexWeeds/20210807_lundholm/seq,0.4958217270194986,0.5628019323671497,15,0.8893129770992366,0.26973684210526316
